code,area,settlement,street,latitude,longitude,start_date_time,end_date_time,car_taxi,goods_vehicle,bus_coach,m_cycle,cyclist,pedestrian,total
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T00:00:00Z,2021-05-19T01:00:00Z,27,2,1,0,3,6,39
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T01:00:00Z,2021-05-19T02:00:00Z,9,0,0,0,0,1,10
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T02:00:00Z,2021-05-19T03:00:00Z,6,2,0,0,0,0,8
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T03:00:00Z,2021-05-19T04:00:00Z,6,3,0,0,0,1,10
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T04:00:00Z,2021-05-19T05:00:00Z,18,6,0,0,0,2,26
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T05:00:00Z,2021-05-19T06:00:00Z,23,5,4,0,10,4,46
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T06:00:00Z,2021-05-19T07:00:00Z,84,32,14,0,8,5,143
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T07:00:00Z,2021-05-19T08:00:00Z,204,81,25,0,20,12,342
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T08:00:00Z,2021-05-19T09:00:00Z,469,91,30,0,31,45,666
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T09:00:00Z,2021-05-19T10:00:00Z,543,73,29,0,7,27,679
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T10:00:00Z,2021-05-19T11:00:00Z,656,100,33,0,7,40,836
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T11:00:00Z,2021-05-19T12:00:00Z,800,93,25,4,11,41,974
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T12:00:00Z,2021-05-19T13:00:00Z,834,90,28,3,25,33,1013
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T13:00:00Z,2021-05-19T14:00:00Z,727,89,28,4,13,253,1114
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T14:00:00Z,2021-05-19T15:00:00Z,780,71,29,12,24,39,955
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T15:00:00Z,2021-05-19T16:00:00Z,744,87,33,5,27,63,959
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T16:00:00Z,2021-05-19T17:00:00Z,642,76,31,14,23,38,824
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T17:00:00Z,2021-05-19T18:00:00Z,657,76,26,1,28,51,839
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T18:00:00Z,2021-05-19T19:00:00Z,456,51,20,2,26,42,597
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T19:00:00Z,2021-05-19T20:00:00Z,421,28,8,1,12,37,507
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T20:00:00Z,2021-05-19T21:00:00Z,348,18,6,2,13,35,422
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T21:00:00Z,2021-05-19T22:00:00Z,245,10,6,4,6,28,299
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T22:00:00Z,2021-05-19T23:00:00Z,184,10,3,1,12,26,236
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-19T23:00:00Z,2021-05-20T00:00:00Z,71,10,1,0,7,6,95
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T00:00:00Z,2021-05-20T01:00:00Z,31,0,1,0,4,3,39
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T01:00:00Z,2021-05-20T02:00:00Z,13,1,0,0,1,3,18
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T02:00:00Z,2021-05-20T03:00:00Z,13,0,0,1,0,1,15
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T03:00:00Z,2021-05-20T04:00:00Z,13,1,0,0,1,2,17
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T04:00:00Z,2021-05-20T05:00:00Z,11,3,0,0,4,2,20
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T05:00:00Z,2021-05-20T06:00:00Z,20,3,4,0,5,3,35
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T06:00:00Z,2021-05-20T07:00:00Z,75,26,17,0,11,12,141
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T07:00:00Z,2021-05-20T08:00:00Z,211,76,25,0,16,16,344
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T08:00:00Z,2021-05-20T09:00:00Z,460,107,36,2,25,28,658
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T09:00:00Z,2021-05-20T10:00:00Z,518,79,28,2,17,44,688
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T10:00:00Z,2021-05-20T11:00:00Z,698,86,32,3,8,36,863
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T11:00:00Z,2021-05-20T12:00:00Z,712,94,24,1,16,35,882
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T12:00:00Z,2021-05-20T13:00:00Z,802,81,25,2,15,44,969
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T13:00:00Z,2021-05-20T14:00:00Z,762,94,29,4,17,199,1105
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T14:00:00Z,2021-05-20T15:00:00Z,774,80,33,4,22,28,941
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T15:00:00Z,2021-05-20T16:00:00Z,783,92,32,5,34,43,989
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T16:00:00Z,2021-05-20T17:00:00Z,726,75,33,5,28,39,906
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T17:00:00Z,2021-05-20T18:00:00Z,736,66,27,5,28,32,894
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T18:00:00Z,2021-05-20T19:00:00Z,542,61,23,1,20,30,677
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T19:00:00Z,2021-05-20T20:00:00Z,410,37,9,3,16,17,492
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T20:00:00Z,2021-05-20T21:00:00Z,394,37,8,11,4,21,475
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T21:00:00Z,2021-05-20T22:00:00Z,250,23,7,3,14,13,310
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T22:00:00Z,2021-05-20T23:00:00Z,193,3,3,1,12,14,226
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-05-20T23:00:00Z,2021-05-21T00:00:00Z,64,3,1,1,3,11,83
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T00:00:00Z,2021-09-22T01:00:00Z,31,0,1,1,1,4,38
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T01:00:00Z,2021-09-22T02:00:00Z,17,2,0,0,0,1,20
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T02:00:00Z,2021-09-22T03:00:00Z,6,3,0,0,0,0,9
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T03:00:00Z,2021-09-22T04:00:00Z,8,3,0,0,0,1,12
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T04:00:00Z,2021-09-22T05:00:00Z,20,4,0,0,5,3,32
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T05:00:00Z,2021-09-22T06:00:00Z,22,6,5,0,6,2,41
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T06:00:00Z,2021-09-22T07:00:00Z,85,39,15,1,9,7,156
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T07:00:00Z,2021-09-22T08:00:00Z,208,80,28,1,25,25,367
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T08:00:00Z,2021-09-22T09:00:00Z,421,113,38,0,41,41,654
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T09:00:00Z,2021-09-22T10:00:00Z,550,101,38,4,14,25,732
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T10:00:00Z,2021-09-22T11:00:00Z,740,80,39,8,9,26,902
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T11:00:00Z,2021-09-22T12:00:00Z,825,104,37,2,6,21,995
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T12:00:00Z,2021-09-22T13:00:00Z,838,95,33,1,12,23,1002
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T13:00:00Z,2021-09-22T14:00:00Z,796,102,39,4,14,100,1055
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T14:00:00Z,2021-09-22T15:00:00Z,785,106,36,1,13,33,974
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T15:00:00Z,2021-09-22T16:00:00Z,806,122,29,1,29,90,1077
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T16:00:00Z,2021-09-22T17:00:00Z,708,99,37,2,29,53,928
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T17:00:00Z,2021-09-22T18:00:00Z,678,87,33,5,36,50,889
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T18:00:00Z,2021-09-22T19:00:00Z,527,61,18,4,22,45,677
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T19:00:00Z,2021-09-22T20:00:00Z,442,54,12,1,15,38,562
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T20:00:00Z,2021-09-22T21:00:00Z,342,43,11,0,20,26,442
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T21:00:00Z,2021-09-22T22:00:00Z,208,25,6,0,10,43,292
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T22:00:00Z,2021-09-22T23:00:00Z,139,22,4,0,3,10,178
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-22T23:00:00Z,2021-09-23T00:00:00Z,87,12,2,0,7,5,113
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T00:00:00Z,2021-09-23T01:00:00Z,33,3,1,1,0,4,42
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T01:00:00Z,2021-09-23T02:00:00Z,28,3,0,0,0,3,34
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T02:00:00Z,2021-09-23T03:00:00Z,11,3,0,0,1,0,15
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T03:00:00Z,2021-09-23T04:00:00Z,12,3,0,0,0,1,16
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T04:00:00Z,2021-09-23T05:00:00Z,23,3,2,2,3,5,38
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T05:00:00Z,2021-09-23T06:00:00Z,27,6,4,1,6,2,46
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T06:00:00Z,2021-09-23T07:00:00Z,74,22,18,0,8,6,128
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T07:00:00Z,2021-09-23T08:00:00Z,218,93,26,0,21,10,368
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T08:00:00Z,2021-09-23T09:00:00Z,480,110,39,3,40,37,709
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T09:00:00Z,2021-09-23T10:00:00Z,599,84,29,2,9,38,761
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T10:00:00Z,2021-09-23T11:00:00Z,690,77,40,1,8,37,853
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T11:00:00Z,2021-09-23T12:00:00Z,822,83,32,5,13,45,1000
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T12:00:00Z,2021-09-23T13:00:00Z,862,76,36,9,17,42,1042
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T13:00:00Z,2021-09-23T14:00:00Z,802,93,29,18,14,106,1062
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T14:00:00Z,2021-09-23T15:00:00Z,806,88,41,9,25,46,1015
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T15:00:00Z,2021-09-23T16:00:00Z,879,98,35,16,26,79,1133
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T16:00:00Z,2021-09-23T17:00:00Z,835,91,33,4,28,51,1042
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T17:00:00Z,2021-09-23T18:00:00Z,702,67,35,5,30,52,891
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T18:00:00Z,2021-09-23T19:00:00Z,546,48,21,3,24,62,704
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T19:00:00Z,2021-09-23T20:00:00Z,497,43,14,5,12,54,625
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T20:00:00Z,2021-09-23T21:00:00Z,334,21,7,3,9,18,392
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T21:00:00Z,2021-09-23T22:00:00Z,233,10,6,7,14,28,298
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T22:00:00Z,2021-09-23T23:00:00Z,160,11,4,0,5,18,198
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2021-09-23T23:00:00Z,2021-09-24T00:00:00Z,100,7,2,1,6,12,128
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T00:00:00Z,2022-05-18T01:00:00Z,42,3,0,0,4,6,55
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T01:00:00Z,2022-05-18T02:00:00Z,28,1,0,0,2,5,36
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T02:00:00Z,2022-05-18T03:00:00Z,20,2,0,0,2,0,24
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T03:00:00Z,2022-05-18T04:00:00Z,8,0,0,0,0,1,9
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T04:00:00Z,2022-05-18T05:00:00Z,24,7,0,0,1,1,33
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T05:00:00Z,2022-05-18T06:00:00Z,45,9,6,0,3,8,71
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T06:00:00Z,2022-05-18T07:00:00Z,104,32,13,5,13,10,177
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T07:00:00Z,2022-05-18T08:00:00Z,196,72,22,1,18,25,334
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T08:00:00Z,2022-05-18T09:00:00Z,477,100,38,7,31,46,699
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T09:00:00Z,2022-05-18T10:00:00Z,598,81,38,5,19,33,774
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T10:00:00Z,2022-05-18T11:00:00Z,677,80,35,4,13,47,856
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T11:00:00Z,2022-05-18T12:00:00Z,780,82,31,2,13,30,938
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T12:00:00Z,2022-05-18T13:00:00Z,863,99,29,4,19,53,1067
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T13:00:00Z,2022-05-18T14:00:00Z,817,90,35,6,22,132,1102
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T14:00:00Z,2022-05-18T15:00:00Z,718,96,32,6,23,38,913
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T15:00:00Z,2022-05-18T16:00:00Z,761,77,29,10,29,56,962
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T16:00:00Z,2022-05-18T17:00:00Z,689,82,28,7,40,63,909
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T17:00:00Z,2022-05-18T18:00:00Z,708,68,27,8,35,58,904
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T18:00:00Z,2022-05-18T19:00:00Z,519,49,16,15,33,59,691
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T19:00:00Z,2022-05-18T20:00:00Z,437,35,11,8,12,54,557
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T20:00:00Z,2022-05-18T21:00:00Z,340,14,11,2,13,33,413
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T21:00:00Z,2022-05-18T22:00:00Z,223,9,9,5,7,86,339
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T22:00:00Z,2022-05-18T23:00:00Z,195,4,6,1,12,19,237
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-18T23:00:00Z,2022-05-19T00:00:00Z,186,11,3,1,5,50,256
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T00:00:00Z,2022-05-19T01:00:00Z,110,7,1,1,4,26,149
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T01:00:00Z,2022-05-19T02:00:00Z,53,3,0,0,1,7,64
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T02:00:00Z,2022-05-19T03:00:00Z,25,3,0,0,0,0,28
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T03:00:00Z,2022-05-19T04:00:00Z,17,1,0,0,1,5,24
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T04:00:00Z,2022-05-19T05:00:00Z,17,2,0,0,1,3,23
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T05:00:00Z,2022-05-19T06:00:00Z,44,3,6,0,4,6,63
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T06:00:00Z,2022-05-19T07:00:00Z,92,22,13,1,13,10,151
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T07:00:00Z,2022-05-19T08:00:00Z,230,82,23,1,15,20,371
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T08:00:00Z,2022-05-19T09:00:00Z,360,148,24,13,55,34,634
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T09:00:00Z,2022-05-19T10:00:00Z,621,104,41,13,16,74,869
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T10:00:00Z,2022-05-19T11:00:00Z,686,105,35,6,11,47,890
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T11:00:00Z,2022-05-19T12:00:00Z,782,77,30,4,16,32,941
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T12:00:00Z,2022-05-19T13:00:00Z,773,85,33,10,17,61,979
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T13:00:00Z,2022-05-19T14:00:00Z,877,98,32,3,23,136,1169
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T14:00:00Z,2022-05-19T15:00:00Z,800,95,33,8,18,36,990
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T15:00:00Z,2022-05-19T16:00:00Z,710,87,26,6,35,56,920
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T16:00:00Z,2022-05-19T17:00:00Z,791,76,25,8,28,51,979
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T17:00:00Z,2022-05-19T18:00:00Z,774,90,28,5,49,65,1011
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T18:00:00Z,2022-05-19T19:00:00Z,590,56,18,4,46,84,798
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T19:00:00Z,2022-05-19T20:00:00Z,486,32,7,6,17,65,613
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T20:00:00Z,2022-05-19T21:00:00Z,422,27,8,3,19,55,534
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T21:00:00Z,2022-05-19T22:00:00Z,263,14,7,4,18,40,346
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T22:00:00Z,2022-05-19T23:00:00Z,211,10,5,0,13,20,259
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-05-19T23:00:00Z,2022-05-20T00:00:00Z,117,6,2,1,7,21,154
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T00:00:00Z,2022-09-21T01:00:00Z,25,7,1,0,9,4,46
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T01:00:00Z,2022-09-21T02:00:00Z,26,5,0,0,1,4,36
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T02:00:00Z,2022-09-21T03:00:00Z,20,2,0,0,0,5,27
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T03:00:00Z,2022-09-21T04:00:00Z,12,2,0,0,0,0,14
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T04:00:00Z,2022-09-21T05:00:00Z,20,1,0,0,2,1,24
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T05:00:00Z,2022-09-21T06:00:00Z,51,9,3,1,9,0,73
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T06:00:00Z,2022-09-21T07:00:00Z,101,30,12,2,16,10,171
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T07:00:00Z,2022-09-21T08:00:00Z,239,72,19,0,21,29,380
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T08:00:00Z,2022-09-21T09:00:00Z,531,83,33,3,51,45,746
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T09:00:00Z,2022-09-21T10:00:00Z,572,75,28,6,23,51,755
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T10:00:00Z,2022-09-21T11:00:00Z,723,96,28,4,15,39,905
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T11:00:00Z,2022-09-21T12:00:00Z,799,91,20,5,12,42,969
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T12:00:00Z,2022-09-21T13:00:00Z,883,88,25,4,20,38,1058
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T13:00:00Z,2022-09-21T14:00:00Z,786,90,28,3,27,212,1146
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T14:00:00Z,2022-09-21T15:00:00Z,872,80,28,10,20,31,1041
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T15:00:00Z,2022-09-21T16:00:00Z,803,91,26,4,36,77,1037
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T16:00:00Z,2022-09-21T17:00:00Z,772,96,32,2,37,66,1005
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T17:00:00Z,2022-09-21T18:00:00Z,712,65,27,8,49,64,925
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T18:00:00Z,2022-09-21T19:00:00Z,528,51,10,7,21,52,669
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T19:00:00Z,2022-09-21T20:00:00Z,412,43,6,3,17,35,516
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T20:00:00Z,2022-09-21T21:00:00Z,357,27,9,1,14,32,440
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T21:00:00Z,2022-09-21T22:00:00Z,267,24,5,0,20,18,334
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T22:00:00Z,2022-09-21T23:00:00Z,175,8,4,0,9,33,229
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-21T23:00:00Z,2022-09-22T00:00:00Z,64,2,2,0,6,9,83
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-22T00:00:00Z,2022-09-22T01:00:00Z,24,0,1,0,3,3,31
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-22T01:00:00Z,2022-09-22T02:00:00Z,27,2,0,0,0,5,34
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-22T02:00:00Z,2022-09-22T03:00:00Z,16,8,1,0,0,1,26
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-22T03:00:00Z,2022-09-22T04:00:00Z,8,1,0,0,0,0,9
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-22T04:00:00Z,2022-09-22T05:00:00Z,19,4,2,0,0,4,29
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-22T05:00:00Z,2022-09-22T06:00:00Z,51,13,3,1,9,5,82
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-22T06:00:00Z,2022-09-22T07:00:00Z,112,34,12,2,13,13,186
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-22T07:00:00Z,2022-09-22T08:00:00Z,230,78,20,1,19,18,366
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-22T08:00:00Z,2022-09-22T09:00:00Z,519,91,29,0,36,48,723
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-22T09:00:00Z,2022-09-22T10:00:00Z,645,76,25,0,19,30,795
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-22T10:00:00Z,2022-09-22T11:00:00Z,757,97,32,2,14,49,951
HC01,Highland,Inverness,Millburn Road,57.4820196,-4.2125589,2022-09-22T11:00:00Z,2022-09-22T12:00:00Z,813,87,32,1,17,43,993
